id,good
40265,0.182854957805
40266,0.183571669736
40267,0.113507057569
40268,0.0873464840449
40269,0.428062271947
40270,0.184634459648
40271,0.116120306088
40272,0.356666667057
40273,0.203698962665
40274,0.0750000001378
40275,0.395
40276,0.594999999887
40277,0.17917863437
40278,0.337112026215
40279,0.201000277565
40280,0.189576129977
40281,0.161666667922
40282,0.250724355015
40283,0.273333333838
40284,0.142181071337
40285,0.137789616112
40286,0.316955627629
40287,0.201984172936
40288,0.228613435806
40289,0.628333333356
40290,0.183747332373
40291,0.399752162175
40292,0.350863855196
40293,0.610517558348
40294,0.296764831399
40295,0.202338779483
40296,0.18
40297,0.679999999785
40298,0.337112026215
40299,0.183404780463
40300,0.146787598852
40301,0.337112026215
40302,0.408655671348
40303,0.124932432435
40304,0.199629034105
40305,0.112903225806
40306,0.148312182781
40307,0.337112026215
40308,0.183173089265
40309,0.0481124431672
40310,0.337112026215
40311,0.267082596267
40312,0.201497171754
40313,0.151379583912
40314,0.13944444527
40315,0.183295485153
40316,0.404673721335
40317,0.20187659276
40318,0.0333333337108
40319,0.415544856913
40320,0.0340433013799
40321,0.285454545478
40322,0.183505175471
40323,0.432539682554
40324,0.478328002432
40325,0.133333333651
40326,0.337112026215
40327,0.065
40328,0.182582567756
40329,0.337112026215
40330,0.37166666672
40331,0.191375832568
40332,0.146851751717
40333,0.162934851362
40334,0.147850856592
40335,0.202349008364
40336,0.186858002352
40337,0.503333333723
40338,0.188982536437
40339,0.14918165322
40340,0.202222456498
40341,0.201799602971
40342,0.337112026215
40343,0.203116561113
40344,0.204668032087
40345,0.0278834353851
40346,0.434826092644
40347,0.202333334557
40348,0.28830750932
40349,0.204296451241
40350,0.152542337854
40351,0.201047620173
40352,0.174917469701
40353,0.427573984226
40354,0.202045937871
40355,0.0721365638767
40356,0.141358024724
40357,0.280000000262
40358,0.112823488688
40359,0.337112026215
40360,0.183544186891
40361,0.18364603952
40362,0.185132575889
40363,0.201095903213
40364,0.337112026215
40365,0.200711969798
40366,0.185710761976
40367,0.103211272955
40368,0.541666666542
40369,0.141866446222
40370,0.203902733057
40371,0.147731178951
40372,0.108619161257
40373,0.149555151163
40374,0.203493705733
40375,0.230000000322
40376,0.104787521517
40377,0.128479111565
40378,0.173160969981
40379,0.201820324233
40380,0.168895190129
40381,0.142512104107
40382,0.10458799511
40383,0.115084329367
40384,0.204402853796
40385,0.297245378261
40386,0.0528634361233
40387,0.303331429961
40388,0.193863297676
40389,0.296515151517
40390,0.204314697598
40391,0.245000000304
40392,0.235864875464
40393,0.123314693048
40394,0.201939808901
40395,0.137089381788
40396,0.264564809004
40397,0.404761904751
40398,0.412698412686
40399,0.176282425317
40400,0.204233264885
40401,0.13609589551
40402,0.182789735706
40403,0.171444445048
40404,0.137494772062
40405,0.299783488185
40406,0.0709751773227
40407,0.114052549642
40408,0.0657336109549
40409,0.202167605396
40410,0.0718888891308
40411,0.419871795014
40412,0.167618369765
40413,0.183347391697
40414,0.323638332583
40415,0.175623053072
40416,0.149553702135
40417,0.198155237571
40418,0.218883941183
40419,0.201666666745
40420,0.08562909816
40421,0.202502147857
40422,0.203571720309
40423,0.182760965781
40424,0.183272149188
40425,0.197140116279
40426,0.616374343849
40427,0.203523460987
40428,0.336687760504
40429,0.138888889058
40430,0.193632974874
40431,0.284065733701
40432,0.202582659702
40433,0.183960152694
40434,0.260000000286
40435,0.147553496481
40436,0.173333334017
40437,0.182270668903
40438,0.29
40439,0.183939249012
40440,0.204035576798
40441,0.202590335678
40442,0.501666666566
40443,0.128333333654
40444,0.20205761317
40445,0.173691903593
40446,0.275
40447,0.299644275523
40448,0.149519303338
40449,0.275000000268
40450,0.183227572625
40451,0.170745617665
40452,0.250724355015
40453,0.34153175668
40454,0.178564928316
40455,0.133425634424
40456,0.218333333601
40457,0.0978340676314
40458,0.200213329516
40459,0.405
40460,0.204203545223
40461,0.231666666727
40462,0.147356644816
40463,0.509999999988
40464,0.385
40465,0.33976984027
40466,0.186565893498
40467,0.285
40468,0.250278749762
40469,0.143479974964
40470,0.182464750795
40471,0.183032178981
40472,0.183225304957
40473,0.203416183737
40474,0.0297913205979
40475,0.480833333444
40476,0.42533803647
40477,0.199537037045
40478,0.14898423394
40479,0.183236230885
40480,0.12
40481,0.451946705437
40482,0.186685077777
40483,0.188807138934
40484,0.198541866069
40485,0.177357290709
40486,0.290418431239
40487,0.183544078121
40488,0.157738768365
40489,0.442488455156
40490,0.0167439219056
40491,0.150765766069
40492,0.430599647249
40493,0.0797088001472
40494,0.35333333352
40495,0.321666666674
40496,0.290588233336
40497,0.0762548264523
40498,0.392500000128
40499,0.16770179804
40500,0.162976163489
